St: 001001; Bosphorus, Teknik Grup
St: 002726; North Laramie, Laramie-Access
St: 002727; Skalka, DIY station
St: 002728; North Laramie, Acuparse-Access
St: 002729; PADULA, PADULA
St: 002730; Padula, Padula
St: 002731; Padula, Padula
St: 002732; Ljubuski - Kula, paragliding take off, Ljubuski - Kula
St: 002733; Santa Ana, Latas Damian
St: 002734; Overcombe, Noels
St: 002735; Liestal, Liestal Basel-Land
St: 002736; Urnersee Isleten, Isleten Bachdelta
St: 002737; ituzaingo, Daniel Jerez
St: 002738; Hrnciarovce, Davis Hrnciarovce
St: 002739; Zarya, Zarya
St: 002740; FUZETA-CNFZ, CNFZ-FUZETA
St: 002741; New Caledonia_Plum Sud, Plum
St: 002742; Lago Lolog Playa Bonita, MeteoStar Team
St: 002743; Saadjärv, Eik
St: 002744; DOGLIANI, MeteoStar Team
St: 002745; Poland, Mszana Dolna, Szczebel PG
St: 002746; Letiste Jicin, Terminal Sever
St: 002747; FRANCE, Vosges, Rupt-sur-Moselle, Bélué
St: 002748; Plage des Arbousiers, Arcachon
St: 002749; Urbanización Portocala, Portocala
St: 002750; Quinta das Pevides, catavento-mafra
St: 002751; 銅鑼鄉
St: 002752; מצוף עין שבע טבחה, SEA OF GALILEE
St: 002753; La Cesira, La Cesira
St: 002754; Donostia San Sebastián, Donostia
St: 002755; Fuzeta, Clube Naval da Fuzeta
St: 002756; Royal Corinthian Yacht Club Burnham-on-Crouch, RCYCBurnham
St: 002757; Deerwood, KE0TRL
St: 002758; FRENCH GUYANA FRANCE, St Hilaire du Rorota
St: 002759; Campo La Maravilla, MeteoStar Team
St: 002760; Windmeter Fontys, Windmeter Fontys
St: 002761; Veluwemeer, Harderstrand Noord
St: 002762; Praia do Guincho, Birre
St: 002763; שבי ציון, SHAVE ZIYYON
St: 002764; Pozo Izquierdo, CUTRE.COM
St: 002765; Baia di Talamone, Maremma4Style
St: 002766; Spiringen Ratzi, Skilift Ratzi Berg
St: 002767; Essex, Maryland, KMDESSEX24
St: 002768; Maarn, Weerstation-Maarn
St: 002769; Tontal RAE, MeteoStar Team
St: 002770; Maarn, Weerstation Maarn
St: 002771; South Beach, Kaust South Beach
St: 002772; South beach, AMD STA
St: 002773; fozara, GuiTo
St: 002774; NAIA, ANTOINE
St: 002775; Kinburnskaya kosa, Kosa-1
St: 002776; Kuşadası marina, Kuşadası marina
St: 002777; Kooky 001, MeteoStar Team
St: 002778; CLAMART, Clamart92
St: 002779; vannes, VANNES
St: 002780; Teriberka, Teriberka Kovcheg 51
St: 002781; jdessa, vit
St: 002782; La Paloma_BDP, MeteoStar Team
St: 002783; Timbauva_BDP, MeteoStar Team
St: 002784; 
St: 002785; Cross Island, Bermuda Sail Grand Prix
St: 002786; Riverton, UT, KUTRIVER40
St: 002787; Astronomical Observatory, OlallaWx
St: 002788; Dymchurch, TheFluffyCloud
St: 002789; Fernie, BC, Canada, Fernie Microwave Towers
St: 002790; Invermere, BC, Canada, Swansea Mtn
St: 002791; Vetralla, Vetralla
St: 002792; Upper Aina Haina
St: 002793; Mangiron, Mangiron
St: 002794; Erdoglija, Erdoglija
St: 002795; Brétignolles /mer, Breti Station
St: 002796; Grey Lynn, GreyLynn
St: 002797; 
St: 002798; La Neuveville, lac de Bienne, La Neuveville
St: 002799; Vidče, Pod Bukovinou
St: 002800; L'Ancresse, La Garenne
St: 002801; Vidče, area329
St: 002802; Dormelletto, Meteo Dormelletto
St: 002803; Fankite.com Coaching Shop Repairs 🇪🇸 🇫🇷 🇬🇧 🇹🇷, Pirlanta Beach Cesme
St: 002804; Wilmslow, Wilmslow Astro
St: 002805; Mustvee, Mustvee
St: 002806; Ticucho Tafi Viejo, #Wallis&Gill
St: 002807; Palhoça, AOTECTI1
St: 002808; Galgenweel Antwerpen, Galgenweel Antwerpen
St: 002809; Hua Hin, KBA Hua Hin
St: 002810; Remanso, MeteoStar Team
St: 002811; Rio Cuarto - WIKIPE, METEOX
St: 002812; Montalto Marina, Montalto Beach
St: 002813; Xàbia, Lluca - Coster d'En Sala
St: 002814; Klip, p43g
St: 002815; Catrilo, HMS
St: 002816; Mustvee, Mustvee
St: 002817; Estancia "La Sirena", MeteoStar Team
St: 002818; Tarquinia Lido, Pierschool
St: 002819; CARANGUEJEIRA, Meteo Caranguejeira
St: 002820; Steinhude, HYC
St: 002821; Hungary, Esztergom (kertváros), Egom-Kv
St: 002822; Komoka, ON, KomokaWeather
St: 002823; New Caledonia_Plum Baie des pirogues, Plum
St: 002824; ConligWX, ConligWX
St: 002825; Castillo de Baños, Marta Sánchez García
St: 002826; Retreat at Augusta Pines, Augusta Pines Weather
St: 002827; 
St: 002828; Epplesee, BestOfEpple
St: 002829; Trebinje, ITREBINJ2
St: 002830; Russalka, TimeToSurf
St: 002831; FIGUEIRA DA FOZ, METEOFIG
St: 002832; KJD Bum Žusterna, windstation-kjd-bum
St: 002833; Croix de Coeur, Croix
St: 002834; PAULO MIGUEL, PAULO MIGUEL
St: 002835; Pohjois-Pohjanmaa Haapavesi Leppiojanperä, JussilaWX & Davis Vantage Pro2+
St: 002836; METHIL, george smart
St: 002837; Bologna, MICHELINO
St: 002838; Rewa, RewaSurf.pl szkola KITE & WIND
St: 002839; Blow Beach House, Blow weatherstation
St: 002840; Canton, MI, KMICANTO60
St: 002841; Niedereisenhausen, Michael Thoss
St: 002842; Torrelavega, meteotorrelavega
St: 002843; DAVIS El Bolson (DPA), MeteoStar Team
St: 002844; Monreal, Spain, FNDA_Higa de Monreal
St: 002845; Neuchâtel, Suisse, CVN - Nid-du-Crô
St: 002846; Prat an Dour, Logonna
St: 002847; Les Hyarus, Les Hyarus
St: 002848; Sääksjärvi surffikoppi, Hysurf
St: 002849; Amolofoi, Amolofoi
St: 002850; 57 chemin Gauvin, Kite House
St: 002851; Luc sur mer, Luc sur mer
St: 002852; Essex, Maryland, KMDESSEX24
St: 002853; Sweden, Motala, Motala Tower
St: 002854; Cordoba Club Nautico Embalse, METEOX
St: 002855; Essex, KMDESSEX24
St: 002856; Springfield Weather Station, South Springfield
St: 002857; DANILO BLANCO, DANILO BLANCO
St: 002858; Lighthouse golf, Balchik
St: 002859; Firmat, Meteo FAE
St: 002860; Ville Saint-Laurent, VE2BWX
St: 002861; 
St: 002862; Paladina, MeteoPaladina
St: 002863; Kacively, mhiplatform
St: 002864; Felpham, Felpham Sailing Club
St: 002865; Cocagne Cape Marina, 1408
St: 002866; Murmur Beach - San Pietro in Bevagna, Murmur Beach - San Pietro in Bevagna
St: 002867; PAYANQUEN, MeteoStar Team
St: 002868; P.Arce-EnPruebas, P.Arce-Testing
St: 002869; Baudinard, Baud vallon
St: 002870; Suramaya, MeteoStar Team
St: 002871; New Zealand, Hawke s Bay, Te Mata Slab
St: 002872; New Zealand, Hawkes Bay, Havelock North, Te Mata Peak
St: 002873; kemping Solar, EASY SURF Chałupy
St: 002874; Jonava, LY3PGO
St: 002875; Herrell Subdivision, Den's Weather Station
St: 002876; Filothei
St: 002877; Jonava, LY3PGO-4
St: 002878; Polska, Żar PG/HG
St: 002879; Fiddaun Weather, Fiddaun Weather Station
St: 002880; Pucioasa, Pucioasa
St: 002881; The Hoxton Special, The Hoxton Special
St: 002882; Örvényes, Tulipan vendeghaz
St: 002883; Blagoweschenskaya-Anapa, Olimpia
St: 002884; Vryheid South, Vryheid South
St: 002885; Meteora, Thessaloniki, GR, meteora-weather.eu
St: 002886; Schwarzenbek, Familie Kruse - Swattenbeek
St: 002887; Porto, IPORTO133
St: 002888; La Antilla, EEV Escuela Española de Vela
St: 002889; Rio Frio, MeteoStar Team
St: 002890; Norway, Spitsbergen, Breinosa, Adventdalen, Gruve 7
St: 002891; Kemping Chałupy 3, SURF PEOPLE
St: 002892; Eysk SimpleKite, SimpleKite
St: 002893; Sweden, Gotland, Kovik, Kovik/Tjurudden
St: 002894; Prasonisi, Toyota Prasonisi Center Windsurf & Kite
St: 002895; Villa Cramer, Bernal, Quilmes, Buenos Aires, Argentina, MeteoSiambretta
St: 002896; Křeplický vrch PG TOP 902m, Křeplický vrch
St: 002897; Kherson, Kherson DA
St: 002898; San Martin de los Andes, Alihuen Bajo
St: 002899; New Braunfels, Highland Grove
St: 002900; Anse du Poulmic, Celadon
St: 002901; ANG, Lowell Hughes
St: 002902; Bulgaria, Shumen, Yavor Plashilski
St: 002903; Turkey,Antalya,Tahtali, Escape East station
St: 002904; Tannheim, 9erköpfle West
St: 002905; Roleystone Western Australia, Roleystone
St: 002906; Zandvoort, 848
St: 002907; Calella de Palafrugell, Finques Frigola
St: 002908; Beregovaya st , Saint-Petersburg, Windstation
St: 002909; Karcovka, Mayna
St: 002910; Asnan, La Vierge
St: 002911; Plage de la Hume, La Hume
St: 002912; ixia, dimmkap
St: 002913; Lisher Road, Lancing Weather
St: 002914; Пыслысчимявр, Monchegorsk Pyslys Kitemoch
St: 002915; Germany, Baden-Württemberg, Kuchalb, Kuchalb
St: 002916; Казантипский Залив, Отель и школа GdeKite
St: 002917; La Plaine - Dardagny, Rail 2
St: 002918; Campus LAG, MeteoStar Team
St: 002919; Alford, Alford-Davis
St: 002920; FRANCE, LE GRAND VILLAGE PLAGE, OLERON CHAR A VOILE
St: 002921; 松柏
St: 002922; ., .
St: 002923; Kings Lynn, Bulldog BCN
St: 002924; Lisher Road, Lancing Weather
St: 002925; Deutschland, NRW, Morschenich, Flugpl. Morschenich
St: 002926; Cala Higuera, Cala Higuera
St: 002927; Agra, zeus
St: 002928; ElVallito, Elvallito
St: 002929; Canencia, Canencia
St: 002930; ElVallito, Elvallito
St: 002931; Torre del Lago Puccini, TdS_WeatherStation
St: 002932; test
St: 002933; Astra, motabaWS
St: 002934; motaba_home, motabaWS
St: 002935; Gülbahçe Yelken ve Sörf Kulübü, Gülbahçe Yelken ve Sörf Kulübü
St: 002936; Arabatka, Spotguide
St: 002937; Mała Czantoria PG/HG, Mała Czantoria
St: 002938; BORGHETTO - CIRCOLO 3 MIGLIA, Borghetto S.Spirito - Circolo 3 Miglia
St: 002939; Magma Lajares, Magma Kite & Foil Camp
St: 002940; Tielt, MeteoTielt (weerstationtielt)
St: 002941; Коса Долгая, станица Должанская, БО Элита (elitesurf.ru) Должанка
St: 002942; Sučany, Sučany
St: 002943; Linwood, NY, LINWOODNY
St: 002944; κωφοί μαγνήσια, kofoi
St: 002945; Italy, Localita Gaggiolo, Dro, Brento LZ
St: 002946; Villavieja de Yeltes, Villavieja de Yeltes
St: 002947; Haczow, www.pogoda-podkarpackie.pl, WH-1080
St: 002948; Gahan, MeteoStar Team
St: 002949; Miramar, MeteoStar Team
St: 002950; Balcarce, MeteoStar Team
St: 002951; Centro Tecnológico Shitsuke, MeteoStar Team
St: 002952; PNWS1001, PNWS1001
St: 002953; Lithuania, Svencele, Windigo - Svencele Kite Spot
St: 002954; Barrow, Weather Spares Office
St: 002955; Glen Park, San Francisco, CA, KevWeather
St: 002956; Punta Chame, Bahia de los Vientos Apartments
St: 002957; New Zealand, Waikato, Kaimai TO, Kaimai Range TO
St: 002958; NEW ZEALAND, WAIKATO, Paeroa Range TO, Paeroa Ranges TO
St: 002959; Sheerness, Isle of Sheppey, Swale Weather Station
St: 002960; Tusket, Sluice Point
St: 002961; Blaga, Blaga - Wind of Change
St: 002962; Saint-martin, Wind-adventures.com
St: 002963; Kintai, Kintų kaitų klubas
St: 002964; 
St: 002965; Dique Los Molinos, Wallis&Gill
St: 002966; 
St: 002967; Lake Champlain, Port Henry, NY USA, Bridgeview Harbour Marina
St: 002968; 
St: 002969; Isla Cristina, Puerto
St: 002970; Yacimiento El Tordillo, Yacimiento El Tordillo
St: 002971; Monster, Westbeach
St: 002972; Zubetinac, Ecowitt GW1001
St: 002973; Porthmadog Harbour, Porthmadog Sailing Club
St: 002974; Sedlec-Prčice, Měšetice
St: 002975; Test_stanice1, Test_stanice1
St: 002976; Test_stanice2, Test_stanice2
St: 002977; Dénia, Joan Chabàs
St: 002978; Kukuljanovo, donja cesta
St: 002979; Canpas, CMSAP
St: 002980; Stupice (camp), Stupice
St: 002981; US, California, Sylmar, SHGA LZ
St: 002982; Golfo di Agno, Circolo Velico Agno
St: 002983; Westerville OH - Genoa Twp, KOHWESTE18
St: 002984; Le Jaï, Le Jaï
St: 002985; General Madariaga, Jorge N. Flores e hijos
St: 002986; Saltford, Bristol Avon Sailing Club station
St: 002987; Garrapinillos, Garrapinillos
St: 002988; Kingsville, TX, KTXKINGS76
St: 002989; Petrolera Belgrano, MeteoStar Team
St: 002990; Point Chevalier Sailing Club, Point Chevalier Sailing Club
St: 002991; เกาะหำใหญ่, Koh kum yai
St: 002992; La Spezia, meteospezia
St: 002993; 
St: 002994; London Corinthian Sailing Club, LCSC
St: 002995; Leóm, La Chantría - León
St: 002996; Estación Meteorológica Ricardo Rojas, MeteoStar Team
St: 002997; Glenburn, ME, Glenburn 1 PWS
St: 002998; Hong Kong, Stanley, 25 Stanley
St: 002999; Palmerston North, Palmy Weather
St: 003000; PG Raglan Main Beach, ... data by https://adrenalinealley.co.nz
St: 003001; L'Étang du Nord, 164Coulombe
St: 003002; Serrano - ConexionVIP, MeteoStar Team
St: 003003; Escuela Agrotecnica Generativa Buena Esperanza, MeteoStar Team
St: 003004; Nová hoľa - Donovaly, DIY station
St: 003005; Rhum JM, Rhum JM
St: 003006; san salvo, froggit
St: 003007; Wanaka, Rod's
St: 003008; Candeias - Jaboatão dos Guararapes - Pernambuco, Sharkpoint
St: 003009; Candeias, Apolo Augusto de Araújo Lopes
St: 003010; Dev 3 @ 243 Seaforth Rd, Waihi Beach, ... data by https://adrenalinealley.co.nz
St: 003011; Dev 4 @ 243 Seaforth Rd, Waihi Beach, ... data by https://adrenalinealley.co.nz
St: 003012; Campomarino, Leonardo Frascina
St: 003013; Sereno, MeteoStar Team
St: 003014; Plage du Vengeron, vengeron.net
St: 003015; Unknown spot, Unknown WG Station
St: 003016; Unknown spot, Unknown WG Station
St: 003017; Unknown spot, Unknown WG Station
St: 003018; Unknown spot, Unknown WG Station
St: 003019; Unknown spot, Unknown WG Station
St: 003020; Unknown spot, Unknown WG Station
St: 003021; Unknown spot, Unknown WG Station
St: 003022; Unknown spot, Unknown WG Station
St: 003023; Unknown spot, Unknown WG Station
St: 003024; Unknown spot, Unknown WG Station
St: 003025; Unknown spot, Unknown WG Station
St: 003026; Unknown spot, Unknown WG Station
St: 003027; Unknown spot, Unknown WG Station
St: 003028; Unknown spot, Unknown WG Station
St: 003029; Unknown spot, Unknown WG Station
St: 003030; Unknown spot, Unknown WG Station
St: 003031; Unknown spot, Unknown WG Station
St: 003032; Unknown spot, Unknown WG Station
St: 003033; Unknown spot, Unknown WG Station
St: 003034; Unknown spot, Unknown WG Station
St: 003035; Unknown spot, Unknown WG Station
St: 003036; Unknown spot, Unknown WG Station
St: 003037; Unknown spot, Unknown WG Station
St: 003038; Unknown spot, Unknown WG Station
St: 003039; Unknown spot, Unknown WG Station
St: 003040; Unknown spot, Unknown WG Station
St: 003041; Unknown spot, Unknown WG Station
St: 003042; Unknown spot, Unknown WG Station
St: 003043; Unknown spot, Unknown WG Station
St: 003044; Unknown spot, Unknown WG Station
St: 003045; Unknown spot, Unknown WG Station
St: 003046; Unknown spot, Unknown WG Station
St: 003047; Yagry, Skk
St: 003048; Yagry, Skk
St: 003049; Pine Harbour Marina, PineH
St: 003050; Borsko jezero - Savača, WS-2800
St: 003051; Sokobanja, Ecowitt HP3501
St: 003052; Baqueira Beret, Beret
St: 003053; HOURTIN - WEAMETER, KITE ZONE SCHOOL
St: 003054; New caledonia, Mont Dore corniche
St: 003055; Zopilote Chacra, Zopilote
St: 003056; Seichamps, Meteo Seichamps
St: 003057; Villa Adelina, San Isidro, Villa Adelina - GW0622
St: 003058; Torkelstorp, TTVK Surfing
St: 003059; Villa Regina Centro, MeteoStar Team
St: 003060; CESANTES, TM KITE CESANTES
St: 003061; Pont Mahé, gowind_pont_mahe
St: 003062; Pornichet Glissevolution, gowind_pornichet
St: 003063; Albissola Marina, Mirage Windsurfing Club
St: 003064; Sibenik/Dalmatia, Sibenik-Krvavice
St: 003065; Sibenik, Sibenik-Krvavice
St: 003066; Escuela de Educación Agraria N°1 Lobos, MeteoStar Team
St: 003067; БЦ "Сириус", TEKO
St: 003068; Cumbuco, Kitepoeira Kiteschool Cumbuco Brasil
St: 003069; Połaniec, raven1979
St: 003070; Benicàssim, CEIP Palmerar
St: 003071; Norway, Viken; Hol, Fagerheim Fjellstugu
St: 003072; SITHONIA WEATHER, AGIOS NIKOLAOS
St: 003073; Håhammaren, GGS_Hahammeren
St: 003074; Villa Adelina - GW0622, MeteoStar Team
St: 003075; test_lab, LAB1
St: 003076; Dunakeszi repülőtér (lhdk), LHDK Meteor
St: 003077; Rio Maior, MeteoRM
St: 003078; Berdyansk, Soloma
St: 003079; Neuquen-Confluencia, Carlin
St: 003080; Mansfield, Mansfield Weather
St: 003081; Southwest Hoosick, Robert Hoag
St: 003082; Hostovlice, WH1080
St: 003083; arabatka, Arabatka-fullpower
St: 003084; Sao Martinho do Porto, quintadashortas
St: 003085; Serrano - Cordoba, ConexionVIP
St: 003086; Fairdale, FDKY
St: 003087; Gournay sur Aronde, GW1000
St: 003088; IGZ, MeteoStar Team
St: 003089; Osinovec, lake Ladoga
St: 003090; Macagno, MeteoStar Team
St: 003091; Aero Saladillo, MeteoStar Team
St: 003092; Gerakina, Filyro Weather Station
St: 003093; Rojas, MeteoStar Team
St: 003094; Ponta de Campina - Cabedelo - PB, Marina Pier 34
St: 003095; none, none
St: 003096; Palmela Centro Histórico, Centro Historico
St: 003097; New Calédonia, PLUM, Baie plaisance., Plum
St: 003098; Tau Zetysu, wind tau
St: 003099; North Canterbury, Pegasus
St: 003100; Vigneux, alvda station
St: 003101; Alcalá de la Selva, Alto San Rafael
St: 003102; Katsikia, Dimitris Matzarakis
St: 003103; Katsikia, ANWS
St: 003104; jambiani_zanzibar, jambiani kite beach
St: 003105; SYNCROLIFT , MeteoStar Team
St: 003106; Switzerland, Urnäsch, Urnäsch
St: 003107; Lagoa de Araruama, Pontinha (AKS - Araruama Kite School)
St: 003108; Kvistgård, kvistgaardvejr.dk
St: 003109; 
St: 003110; Diggers Rest, Alex's Weather Station Diggers Rest
St: 003111; Palomar El Rayo, Wallis&Gill
St: 003112; Yacht Club Ypacarai, YCY
St: 003113; Newtownards Sailing Club, NSC
St: 003114; Santa Rosa, La Pampa, CPE Santa Rosa
St: 003115; Tatajuba, LaVentana @KWW
St: 003116; IGB, MeteoStar Team
St: 003117; CHAB Jandes, MeteoStar Team
St: 003118; CHAB Jandes, MeteoStar Team
St: 003119; St-Denis sur Scie, MétéoAmat
St: 003120; Ridereau, ILOIRE4
St: 003121; Moorebank NSW, Moorebank
St: 003122; NewCaledonia, South, Plum, Plum
St: 003123; Theewater Sport Club, TSC_DWS001
St: 003124; CEAR de Vela "Príncipe Felipe", Bahía | meteo.tend.es
St: 003125; Bahía Blanca, MyGeoWinds - Bahía Blanca
St: 003126; Bahía Blanca, MyGeosWinds
St: 003127; Oliveraie Teboursouk, Rosenborg 68750
St: 003128; CASTUERA, Castuera
St: 003129; Ashton, Ashton
St: 003130; Curaçao Sea Aquarium, Curaçao Sea Aquarium
St: 003131; Curaçao Sea Aquarium, Curaçao Sea Aquarium
St: 003132; Curaçao Sea Aquarium, Curaçao Sea Aquarium
St: 003133; Molenaarsgraaf, Ockersland
St: 003134; Rada Tilly, AsociacionAustralKitesurf
St: 003135; PAUILLAC - WEAMETER, PORT DE PAUILLAC
St: 003136; PG Velký Lopeník 911m n.m., Velký Lopeník
St: 003137; Baa Atoll, Maldives, Amilla Maldives
St: 003138; Kingsville, TX, KTXKINGS90
St: 003139; IUI Eilat, IUI Eilat
St: 003140; Lag. Jose Ignacio, Maldonado, Samudra's Pepe
St: 003141; Maldonado, San Antonio, Uruguay, Z' San Antonio
St: 003142; Hotel Villa La Scala, https://kiev.travel
St: 003143; Villa San pietro, Naturale2020
St: 003144; Villa San pietro, Naturale2020
St: 003145; 
St: 003146; Bomberos Rawson Chubut, MeteoStar Team
St: 003147; 
St: 003148; Seichamps, Chanois
St: 003149; Campo Paterno, MeteoStar Team
St: 003150; Hards Street, Hards Street
St: 003151; Nabq The Kite Bubble, The Kite Bubble
St: 003152; Hythe, Kent, Wakefield Way PWS
St: 003153; Praia de Itaipuaçu, Escola Rio Paramotor
St: 003154; The Kite Bubble, The Kite Bubble
St: 003155; Nabq The Kite Bubble, The Kite Bubble
St: 003156; TULCHYN, TULCHYN WH2650A
St: 003157; Leominster, MA, Leominster, MA
St: 003158; Bělá u Pecky, Pecka, Lukas - GARNI 3055
St: 003159; Maršov u Úpice, Maršov u Úpice
St: 003160; Jaunciema Osta, Jaunciema Osta
St: 003161; Versoix, Meteoversoix
St: 003162; Rosario Kite School Banquito, Wallis&Gill
St: 003163; Port Elizabeth, ZS2JO
St: 003164; Elx, Alacant, meteoelx
St: 003165; Florida Vicente Lopez, FloridaVteLopez
St: 003166; Monchegorsk, Monchegorsk_Loparstan
St: 003167; Florida Vicente Lopez, FloridaVL
St: 003168; La Loteta, Club Kitesurf La Loteta (CKLL)
St: 003169; Tel Aviv ims, תל אביב דרום
St: 003170; Sivry-Rance, Sivry-Rance
St: 003171; San Martín de los Andes, Neuquén, Terrazas del Morro de Alihuen
St: 003172; Denia, Denia-Saladar
St: 003173; Апатиты, Apatity Tik-Guba Morji
St: 003174; Portalegre, MeteoPortalegre
St: 003175; Tavira, Quatro Aguas
St: 003176; La Segunda - Núcleo, MeteoStar Team
St: 003177; Herten, Halde Hoheward
St: 003178; Wigan, WiSHSC
St: 003179; Portici, PCE-FWS-20N-CR
St: 003180; Ю.Озереевка, Ю.Озереевка (1chip.ru station)
St: 003181; Loma Redonda V, MeteoStar Team
St: 003182; Bystrc, Bubi
St: 003183; Meden Rudnik 101, Weather
St: 003184; Grand-Fond, GFD010
St: 003185; Secretaría de Ambiente, MeteoStar Team
St: 003186; Kawerau, Kawerau Home Weather Station
St: 003187; Fingal Spit, Fingal_Spit
St: 003188; Abádszalók, Tisza-tó Yacht Charter
St: 003189; Malé Svatoňovice, Kyselka
St: 003190; Umm Al Quwain, Mikoko
St: 003191; Bowmoor Sailing Club, Race Hut
St: 003192; 
St: 003193; Edmond, Oklahoma, KMF Weather Station
St: 003194; Fingal Spit, Fingal Spit
St: 003195; Switzerland, Solothurn, Rüttenen, Röti
St: 003196; Luca Pecchielan, Luca Pecchielan
St: 003197; Switzerland, Blaser Swisslube AG
St: 003198; Sariyer, TG TEST
St: 003199; Pfullingen, Auf der Wanne
St: 003200; Mikri Vigla, Naxos kitelife
St: 003201; LP-WT1081 , MeteoStar Team
St: 003202; PK25 Dakhla, gowind_pk25_dakhla
St: 003203; Wainamu Beach, Raglan, ... data by https://adrenalinealley.co.nz
St: 003204; Ruapuke Paragliding Site, ... data by https://adrenalinealley.co.nz
St: 003205; Leigh-on-Sea, Essex Yacht Club
St: 003206; Sóstó, Sóstó
St: 003207; Nähe Grundschule, Station an der Grundschule
St: 003208; Зеленогорск, zelenogorsk2
St: 003209; Granadilla de Abona, Tenerife, ElVallito
St: 003210; Botavara Club de Mar, Wallis&Gill
St: 003211; Lorient, Lorient
St: 003212; Port Baku, Port Baku Tower
St: 003213; Bourgueil, Oregon Scientific WMR200
St: 003214; Veendam Groningen, meteoparkstadveendam
St: 003215; 
St: 003216; Mock station, Mock station
St: 003217; Pieve di Soligo, BarbisanoPS
St: 003218; Soligo, SoligoRC
St: 003219; Johannisberg, Johannisberg
St: 003220; Cardiff Bay Yacht Club, CBYC
St: 003221; La Lucia, MeteoStar Team
St: 003222; BellaTorres, BellaTorres
St: 003223; Huelva, RCMH Escuela de Vela
St: 003224; Facultad de Agronomía de Azul, MeteoStar Team
St: 003225; Hörnle, Hörnle
St: 003226; BellaTorres, Passo de Torres, SC, Brasil, BELLATORRES
St: 003227; Dakhla, La Tour d'Eole
St: 003228; Żar, Żar BSP PG/HG
St: 003229; Paimun, MeteoStar Team
St: 003230; Subcentral Alumine, MeteoStar Team
St: 003231; pruebas, PruebasImanol
St: 003232; Australia, Queensland, Maleny, BUCHYS 1622
St: 003233; Airport Nové Město nad Metují, LKNM
St: 003234; Middelburg, StroopNL
St: 003235; Switzerland, Solothurn, Oberdorf, Weissenstein
St: 003236; KOMPOTI, KOMPOTI
St: 003237; Avdimou, KiteFlex // 1chip.ru sta.
St: 003238; Williamsville, Frank Kapperman
St: 003239; Jeviněves, Jeviněves paragliding
St: 003240; Ecole de voile de Courseulles, EdVCourseulles
St: 003241; Unknown spot, Unknown WG Station
St: 003242; Germany, BW, Freiburg, Schauinsland
St: 003243; Hijken, HijkenOrka
St: 003244; Dubna Damba, Dubna Damba
St: 003245; Veitshöchheim, Ravensburg
St: 003246; Slovakia, Horná Súča, Horna Suca PG
St: 003247; Cukrák - Mokropsy, Cukrák paragliding
St: 003248; Řevničov, Řevničov paragliding
St: 003249; Seloutky, Seloutky OK2BOZ
St: 003250; Williamsport, PA, KB3AWQ
St: 003251; Jambiani, Jambiani-Zanzibar
St: 003252; Albert Park Pit Building, Albert Park Pit Building
St: 003253; Naples Reserve, KFLNAPLE604
St: 003254; Seichamps, Meteo-Seichamps
St: 003255; pwanichangani, Zanzikite_pwanichangani
St: 003256; equioi
St: 003257; Yacht Clube Santo Amaro, YCSA Weather Station
St: 003258; Estación CRL Chorrillos, CRL
St: 003259; Bourgueil, OREGON SCIENTIFIC WMR200
St: 003260; Estación CRL Chorrillos, crl
St: 003261; 
St: 003262; 
St: 003263; Campichuelo, MeteoStar Team
St: 003264; Monte Lema - Miglieglia - Ticino - Switzerland, Monte Lema - CVLT
St: 003265; 
St: 003266; Clevedon, North Somerset, Clevedon Weather
St: 003267; Bari Lamai Resort & Kitesurf, Tel 081-2664954, Ban Pae
St: 003268; Capalbio, Kitewind BAY
St: 003269; IANTWE63, RT
St: 003270; Île de La Réunion, France, Plage Trou d'eau
St: 003271; Nea Iraklitsa
St: 003272; Germany, 77728 Oppenau, Zuflucht-Rossbühl SW
St: 003273; Oria Misiones, MeteoStar Team
St: 003274; Fairways at Champions Circle, GreyWX.com
St: 003275; Zahara de los Atunes, Zahara
St: 003276; Figueira, Arraial do Cabo, Figueira
St: 003277; Schoonebeek, Meteo zuidoost Drenthe
St: 003278; KSN Surfclub Noordwijk, KSN Surfclub
St: 003279; KSN Surfclub Noordwijk, KSN Surfclub
St: 003280; KSN Surfclub Noordwijk, KSN Surfclub Noordwijk
St: 003281; PS Zonda, MeteoStar Team
St: 003282; Deutschland, Thüringen, Kleineuterdorf, Scheunendach am Mast, Hammerhof_Kleedorf
St: 003283; agadir
St: 003284; Waikawau, ... data by https://adrenalinealley.co.nz
St: 003285; 
St: 003286; Dev 2 - 243 Seaforth Road, Waihi Beach, NZ, ... data by https://adrenalinealley.co.nz
St: 003287; France, CVML
St: 003288; Sociedad Rural de Baradero I, MeteoStar Team
St: 003289; Myskhako, Novorossiysk, Russia, Myskhako Beach
St: 003290; Zašová Skála
St: 003291; Seaview, PT-Seaview
St: 003292; Dona Maria - Sintra, Dona Maria
St: 003293; Dona Maria - Sintra, Dona Maria
St: 003294; Cabo Raso, Guincho
St: 003295; Gagebrook, VK7HDM
St: 003296; Novorossiysk, Артем Александрович Зарницын
St: 003297; Viana do Castelo, Praia do Cabedelo
St: 003298; Burriana, EA5WU
St: 003299; SonTra, DaNang, VietNam, Thanh Hai Pham
St: 003300; Turkey,Antalya,Tahtali, Escape West station
St: 003301; Porto Botte, www.flyitkitesurf.com
St: 003302; Matasbay Costa Calma / Matas Blancas, Kite & Windsurf flatwater Matasbay
St: 003303; Duny, St.Petersburg, TakeOff NEW (1chip.ru)
